          // seed 111
0000 c000 lbi r0, 0 // icount 0
0002 c101 lbi r1, 1 // icount 1
0004 c2ff lbi r2, -1 // icount 2
0006 c40a lbi r4, 10 // icount 3
0008 20f4 j .rlabel_0 // icount 4
000a dc58 add r6, r4, r2 // icount 5
4ad0 ec78 slt r6, r4, r3 // icount 9576
4ad2 ecd4 slt r5, r4, r6 // icount 9577
4ad4 d2bc rol r7, r2, r5 // icount 9578
4ad6 d941 sub r0, r1, r2 // icount 9579
4ad8 fe80 sco r0, r6, r4 // icount 9580
4ada d7f6 ror r5, r7, r7 // icount 9581
4adc dbdf andn r7, r3, r6 // icount 9582
4ade df8e xor r3, r7, r4 // icount 9583
4ae0 d7fc rol r7, r7, r7 // icount 9584
4ae2 e8d0 slt r4, r0, r6 // icount 9585
4ae4 d45f srl r7, r4, r2 // icount 9586
4ae6 d606 ror r1, r6, r0 // icount 9587
4ae8 d227 srl r1, r2, r1 // icount 9588
4aea dc14 add r5, r4, r0 // icount 9589
4aec d203 srl r0, r2, r0 // icount 9590
4aee e868 slt r2, r0, r3 // icount 9591
4af0 f30c sle r3, r3, r0 // icount 9592
4af2 fd54 sco r5, r5, r2 // icount 9593
4af4 efa4 slt r1, r7, r5 // icount 9594
4af6 f8ac sco r3, r0, r5 // icount 9595
4af8 eab8 slt r6, r2, r5 // icount 9596
4afa d0e5 sll r1, r0, r7 // icount 9597
4afc d9b7 andn r5, r1, r5 // icount 9598
4afe dcaa xor r2, r4, r5 // icount 9599
4b00 fa1c sco r7, r2, r0 // icount 9600
4b02 e980 slt r0, r1, r4 // icount 9601
4b04 d827 andn r1, r0, r1 // icount 9602
4b06 d988 add r2, r1, r4 // icount 9603
4b08 d6ba ror r6, r6, r5 // icount 9604
4b0a d4e0 rol r0, r4, r7 // icount 9605
4b0c f99c sco r7, r1, r4 // icount 9606
4b0e d355 sll r5, r3, r2 // icount 9607
4b10 d7fa ror r6, r7, r7 // icount 9608
4b12 d76a ror r2, r7, r3 // icount 9609
4b14 d330 rol r4, r3, r1 // icount 9610
4b16 d6af srl r3, r6, r5 // icount 9611
4b18 de83 andn r0, r6, r4 // icount 9612
4b1a ea18 slt r6, r2, r0 // icount 9613
4b1c f444 sle r1, r4, r2 // icount 9614
4b1e eff4 slt r5, r7, r7 // icount 9615
4b20 df62 xor r0, r7, r3 // icount 9616
4b22 d804 add r1, r0, r0 // icount 9617
4b24      .rlabel_252:
4b24 2096 j .rlabel_253 // icount 9618
4b26 d9d1 sub r4, r1, r6 // icount 9619
4b28 d216 ror r5, r2, r0 // icount 9620
4b2a d1ee ror r3, r1, r7 // icount 9621
4b2c d4ae ror r3, r4, r5 // icount 9622
4b2e e564 seq r1, r5, r3 // icount 9623
4b30 dd15 sub r5, r5, r0 // icount 9624
4b32 d1b9 sll r6, r1, r5 // icount 9625
4b34 f934 sco r5, r1, r1 // icount 9626
4b36 d4c6 ror r1, r4, r6 // icount 9627
4b38 dff4 add r5, r7, r7 // icount 9628
4b3a e0a8 seq r2, r0, r5 // icount 9629
4b3c d82b andn r2, r0, r1 // icount 9630
4b3e f340 sle r0, r3, r2 // icount 9631
4b40 df01 sub r0, r7, r0 // icount 9632
4b42 e63c seq r7, r6, r1 // icount 9633
4b44 f350 sle r4, r3, r2 // icount 9634
4b46 f120 sle r0, r1, r1 // icount 9635
4b48 dd79 sub r6, r5, r3 // icount 9636
4b4a ef78 slt r6, r7, r3 // icount 9637
4b4c ddc9 sub r2, r5, r6 // icount 9638
4b4e dee6 xor r1, r6, r7 // icount 9639
4b50 d2b3 srl r4, r2, r5 // icount 9640
4b52 d789 sll r2, r7, r4 // icount 9641
4b54 f6ec sle r3, r6, r7 // icount 9642
4b56 db6e xor r3, r3, r3 // icount 9643
4b58 d132 ror r4, r1, r1 // icount 9644
4b5a ec58 slt r6, r4, r2 // icount 9645
4b5c deac add r3, r6, r5 // icount 9646
4b5e d5ea ror r2, r5, r7 // icount 9647
4b60 d594 rol r5, r5, r4 // icount 9648
4b62 e570 seq r4, r5, r3 // icount 9649
4b64 e238 seq r6, r2, r1 // icount 9650
4b66 e0e8 seq r2, r0, r7 // icount 9651
4b68 d4ee ror r3, r4, r7 // icount 9652
4b6a dc44 add r1, r4, r2 // icount 9653
4b6c d51e ror r7, r5, r0 // icount 9654
4b6e e9a4 slt r1, r1, r5 // icount 9655
4b70 f140 sle r0, r1, r2 // icount 9656
4b72 d21b srl r6, r2, r0 // icount 9657
4b74 ded9 sub r6, r6, r6 // icount 9658
4b76 fa44 sco r1, r2, r2 // icount 9659
4b78 dc56 xor r5, r4, r2 // icount 9660
4b7a d9a7 andn r1, r1, r5 // icount 9661
4b7c d125 sll r1, r1, r1 // icount 9662
4b7e d314 rol r5, r3, r0 // icount 9663
4b80 dc98 add r6, r4, r4 // icount 9664
4b82 d5dc rol r7, r5, r6 // icount 9665
4b84 ecf8 slt r6, r4, r7 // icount 9666
4b86 d1f5 sll r5, r1, r7 // icount 9667
4b88 ddcb andn r2, r5, r6 // icount 9668
4b8a d34a ror r2, r3, r2 // icount 9669
4b8c eafc slt r7, r2, r7 // icount 9670
4b8e d863 andn r0, r0, r3 // icount 9671
4b90 df90 add r4, r7, r4 // icount 9672
4b92 f568 sle r2, r5, r3 // icount 9673
4b94 d438 rol r6, r4, r1 // icount 9674
4b96 d7a9 sll r2, r7, r5 // icount 9675
4b98 d3af srl r3, r3, r5 // icount 9676
4b9a fefc sco r7, r6, r7 // icount 9677
4b9c fc48 sco r2, r4, r2 // icount 9678
4b9e d533 srl r4, r5, r1 // icount 9679
4ba0 db2f andn r3, r3, r1 // icount 9680
4ba2 de75 sub r5, r6, r3 // icount 9681
4ba4 db4d sub r3, r3, r2 // icount 9682
4ba6 f898 sco r6, r0, r4 // icount 9683
4ba8 daec add r3, r2, r7 // icount 9684
4baa ebbc slt r7, r3, r5 // icount 9685
4bac d41b srl r6, r4, r0 // icount 9686
4bae d25f srl r7, r2, r2 // icount 9687
4bb0 df5a xor r6, r7, r2 // icount 9688
4bb2 d198 rol r6, r1, r4 // icount 9689
4bb4 f5d4 sle r5, r5, r6 // icount 9690
4bb6 d222 ror r0, r2, r1 // icount 9691
4bb8 d0c1 sll r0, r0, r6 // icount 9692
4bba d705 sll r1, r7, r0 // icount 9693
4bbc      .rlabel_253:
4bbc 6012 beqz r0, .rlabel_254 // icount 9694
4bbe fe88 sco r2, r6, r4 // icount 9695
4bc0 d6d1 sll r4, r6, r6 // icount 9696
4bc2 d7cb srl r2, r7, r6 // icount 9697
4bc4 d530 rol r4, r5, r1 // icount 9698
4bc6 df44 add r1, r7, r2 // icount 9699
4bc8 dc28 add r2, r4, r1 // icount 9700
4bca d516 ror r5, r5, r0 // icount 9701
4bcc e118 seq r6, r1, r0 // icount 9702
4bce d269 sll r2, r2, r3 // icount 9703
4bd0      .rlabel_254:
4bd0 3080 jal .rlabel_255 // icount 9704
4bd2 dd53 andn r4, r5, r2 // icount 9705
4bd4 d182 ror r0, r1, r4 // icount 9706
4bd6 dd2a xor r2, r5, r1 // icount 9707
4bd8 d0a9 sll r2, r0, r5 // icount 9708
4bda fcf4 sco r5, r4, r7 // icount 9709
4bdc d286 ror r1, r2, r4 // icount 9710
4bde dc01 sub r0, r4, r0 // icount 9711
4be0 d608 rol r2, r6, r0 // icount 9712
4be2 d623 srl r0, r6, r1 // icount 9713
4be4 d3f5 sll r5, r3, r7 // icount 9714
4be6 d0bf srl r7, r0, r5 // icount 9715
4be8 dc6a xor r2, r4, r3 // icount 9716
4bea d089 sll r2, r0, r4 // icount 9717
4bec df5a xor r6, r7, r2 // icount 9718
4bee d2ba ror r6, r2, r5 // icount 9719
4bf0 d17f srl r7, r1, r3 // icount 9720
4bf2 e3b0 seq r4, r3, r5 // icount 9721
4bf4 d3d0 rol r4, r3, r6 // icount 9722
4bf6 dc3c add r7, r4, r1 // icount 9723
4bf8 dc12 xor r4, r4, r0 // icount 9724
4bfa d78d sll r3, r7, r4 // icount 9725
4bfc e4b8 seq r6, r4, r5 // icount 9726
4bfe d41c rol r7, r4, r0 // icount 9727
4c00 ef18 slt r6, r7, r0 // icount 9728
4c02 dcf4 add r5, r4, r7 // icount 9729
4c04 f960 sco r0, r1, r3 // icount 9730
4c06 fcf8 sco r6, r4, r7 // icount 9731
4c08 fc24 sco r1, r4, r1 // icount 9732
4c0a d89e xor r7, r0, r4 // icount 9733
4c0c eec4 slt r1, r6, r6 // icount 9734
4c0e d0b2 ror r4, r0, r5 // icount 9735
4c10 d479 sll r6, r4, r3 // icount 9736
4c12 f404 sle r1, r4, r0 // icount 9737
4c14 db66 xor r1, r3, r3 // icount 9738
4c16 f7ac sle r3, r7, r5 // icount 9739
4c18 db69 sub r2, r3, r3 // icount 9740
4c1a d19a ror r6, r1, r4 // icount 9741
4c1c dff9 sub r6, r7, r7 // icount 9742
4c1e e6f4 seq r5, r6, r7 // icount 9743
4c20 d3f5 sll r5, r3, r7 // icount 9744
4c22 fe98 sco r6, r6, r4 // icount 9745
4c24 d2f5 sll r5, r2, r7 // icount 9746
4c26 d036 ror r5, r0, r1 // icount 9747
4c28 d23f srl r7, r2, r1 // icount 9748
4c2a db52 xor r4, r3, r2 // icount 9749
4c2c e178 seq r6, r1, r3 // icount 9750
4c2e d00a ror r2, r0, r0 // icount 9751
4c30 d0a8 rol r2, r0, r5 // icount 9752
4c32 d84b andn r2, r0, r2 // icount 9753
4c34 dd03 andn r0, r5, r0 // icount 9754
4c36 d370 rol r4, r3, r3 // icount 9755
4c38 d1f6 ror r5, r1, r7 // icount 9756
4c3a d918 add r6, r1, r0 // icount 9757
4c3c f644 sle r1, r6, r2 // icount 9758
4c3e d9bc add r7, r1, r5 // icount 9759
4c40 e5fc seq r7, r5, r7 // icount 9760
4c42 d75d sll r7, r7, r2 // icount 9761
4c44 f210 sle r4, r2, r0 // icount 9762
4c46 d100 rol r0, r1, r0 // icount 9763
4c48 ea40 slt r0, r2, r2 // icount 9764
4c4a d37a ror r6, r3, r3 // icount 9765
4c4c d801 sub r0, r0, r0 // icount 9766
4c4e d6f9 sll r6, r6, r7 // icount 9767
4c50 dbfe xor r7, r3, r7 // icount 9768
4c52      .rlabel_255:
4c52 6000 beqz r0, .rlabel_256 // icount 9769
4c54      .rlabel_256:
4c54 2086 j .rlabel_257 // icount 9770
4c56 d93a xor r6, r1, r1 // icount 9771
4c58 fe00 sco r0, r6, r0 // icount 9772
4c5a de8a xor r2, r6, r4 // icount 9773
4c5c d37b srl r6, r3, r3 // icount 9774
4c5e d961 sub r0, r1, r3 // icount 9775
4c60 d443 srl r0, r4, r2 // icount 9776
4c62 eecc slt r3, r6, r6 // icount 9777
4c64 dfaf andn r3, r7, r5 // icount 9778
4c66 dc83 andn r0, r4, r4 // icount 9779
4c68 fb78 sco r6, r3, r3 // icount 9780
4c6a d066 ror r1, r0, r3 // icount 9781
4c6c de12 xor r4, r6, r0 // icount 9782
4c6e d865 sub r1, r0, r3 // icount 9783
4c70 d247 srl r1, r2, r2 // icount 9784
4c72 e07c seq r7, r0, r3 // icount 9785
4c74 d68b srl r2, r6, r4 // icount 9786
4c76 e7fc seq r7, r7, r7 // icount 9787
4c78 da5e xor r7, r2, r2 // icount 9788
4c7a debb andn r6, r6, r5 // icount 9789
4c7c d5ea ror r2, r5, r7 // icount 9790
4c7e d871 sub r4, r0, r3 // icount 9791
4c80 de69 sub r2, r6, r3 // icount 9792
4c82 ffcc sco r3, r7, r6 // icount 9793
4c84 da57 andn r5, r2, r2 // icount 9794
4c86 d283 srl r0, r2, r4 // icount 9795
4c88 ed28 slt r2, r5, r1 // icount 9796
4c8a d3d1 sll r4, r3, r6 // icount 9797
4c8c d80d sub r3, r0, r0 // icount 9798
4c8e d1ef srl r3, r1, r7 // icount 9799
4c90 db4f andn r3, r3, r2 // icount 9800
4c92 d06f srl r3, r0, r3 // icount 9801
4c94 d12c rol r3, r1, r1 // icount 9802
4c96 fb58 sco r6, r3, r2 // icount 9803
4c98 f390 sle r4, r3, r4 // icount 9804
4c9a dcc5 sub r1, r4, r6 // icount 9805
4c9c d965 sub r1, r1, r3 // icount 9806
4c9e eda8 slt r2, r5, r5 // icount 9807
4ca0 d6aa ror r2, r6, r5 // icount 9808
4ca2 da32 xor r4, r2, r1 // icount 9809
4ca4 da30 add r4, r2, r1 // icount 9810
4ca6 fc9c sco r7, r4, r4 // icount 9811
4ca8 dabc add r7, r2, r5 // icount 9812
4caa f138 sle r6, r1, r1 // icount 9813
4cac fbd4 sco r5, r3, r6 // icount 9814
4cae fd8c sco r3, r5, r4 // icount 9815
4cb0 d6e9 sll r2, r6, r7 // icount 9816
4cb2 d9b5 sub r5, r1, r5 // icount 9817
4cb4 d353 srl r4, r3, r2 // icount 9818
4cb6 ee14 slt r5, r6, r0 // icount 9819
4cb8 e0ac seq r3, r0, r5 // icount 9820
4cba dd3c add r7, r5, r1 // icount 9821
4cbc ff74 sco r5, r7, r3 // icount 9822
4cbe dea0 add r0, r6, r5 // icount 9823
4cc0 e7dc seq r7, r7, r6 // icount 9824
4cc2 de70 add r4, r6, r3 // icount 9825
4cc4 dc4a xor r2, r4, r2 // icount 9826
4cc6 d4ae ror r3, r4, r5 // icount 9827
4cc8 dfaa xor r2, r7, r5 // icount 9828
4cca f18c sle r3, r1, r4 // icount 9829
4ccc ec34 slt r5, r4, r1 // icount 9830
4cce ef24 slt r1, r7, r1 // icount 9831
4cd0 f794 sle r5, r7, r4 // icount 9832
4cd2 e5d4 seq r5, r5, r6 // icount 9833
4cd4 d9ea xor r2, r1, r7 // icount 9834
4cd6 d8ae xor r3, r0, r5 // icount 9835
4cd8 f224 sle r1, r2, r1 // icount 9836
4cda d0f1 sll r4, r0, r7 // icount 9837
4cdc      .rlabel_257:
4cdc 307e jal .rlabel_258 // icount 9838
4cde d8f0 add r4, r0, r7 // icount 9839
4ce0 f3d4 sle r5, r3, r6 // icount 9840
4ce2 d063 srl r0, r0, r3 // icount 9841
4ce4 f684 sle r1, r6, r4 // icount 9842
4ce6 df7f andn r7, r7, r3 // icount 9843
4ce8 d719 sll r6, r7, r0 // icount 9844
4cea dcae xor r3, r4, r5 // icount 9845
4cec dd34 add r5, r5, r1 // icount 9846
4cee d8f5 sub r5, r0, r7 // icount 9847
4cf0 de18 add r6, r6, r0 // icount 9848
4cf2 f444 sle r1, r4, r2 // icount 9849
4cf4 fcdc sco r7, r4, r6 // icount 9850
4cf6 da67 andn r1, r2, r3 // icount 9851
4cf8 f748 sle r2, r7, r2 // icount 9852
4cfa e9ec slt r3, r1, r7 // icount 9853
4cfc d4a3 srl r0, r4, r5 // icount 9854
4cfe d205 sll r1, r2, r0 // icount 9855
4d00 e880 slt r0, r0, r4 // icount 9856
4d02 de68 add r2, r6, r3 // icount 9857
4d04 dc87 andn r1, r4, r4 // icount 9858
4d06 d594 rol r5, r5, r4 // icount 9859
4d08 def6 xor r5, r6, r7 // icount 9860
4d0a e640 seq r0, r6, r2 // icount 9861
4d0c dbb0 add r4, r3, r5 // icount 9862
4d0e dbf6 xor r5, r3, r7 // icount 9863
4d10 dd07 andn r1, r5, r0 // icount 9864
4d12 dfe1 sub r0, r7, r7 // icount 9865
4d14 ff00 sco r0, r7, r0 // icount 9866
4d16 d5d4 rol r5, r5, r6 // icount 9867
4d18 d4f6 ror r5, r4, r7 // icount 9868
4d1a d44c rol r3, r4, r2 // icount 9869
4d1c e4d0 seq r4, r4, r6 // icount 9870
4d1e df3e xor r7, r7, r1 // icount 9871
4d20 de6d sub r3, r6, r3 // icount 9872
4d22 ee34 slt r5, r6, r1 // icount 9873
4d24 d1c2 ror r0, r1, r6 // icount 9874
4d26 db70 add r4, r3, r3 // icount 9875
4d28 dba5 sub r1, r3, r5 // icount 9876
4d2a f854 sco r5, r0, r2 // icount 9877
4d2c d14f srl r3, r1, r2 // icount 9878
4d2e d569 sll r2, r5, r3 // icount 9879
4d30 d9f8 add r6, r1, r7 // icount 9880
4d32 f16c sle r3, r1, r3 // icount 9881
4d34 d9c5 sub r1, r1, r6 // icount 9882
4d36 ec34 slt r5, r4, r1 // icount 9883
4d38 e438 seq r6, r4, r1 // icount 9884
4d3a dc14 add r5, r4, r0 // icount 9885
4d3c df06 xor r1, r7, r0 // icount 9886
4d3e e6cc seq r3, r6, r6 // icount 9887
4d40 eb24 slt r1, r3, r1 // icount 9888
4d42 d259 sll r6, r2, r2 // icount 9889
4d44 d5f6 ror r5, r5, r7 // icount 9890
4d46 e774 seq r5, r7, r3 // icount 9891
4d48 d0a5 sll r1, r0, r5 // icount 9892
4d4a da11 sub r4, r2, r0 // icount 9893
4d4c d212 ror r4, r2, r0 // icount 9894
4d4e e56c seq r3, r5, r3 // icount 9895
4d50 d810 add r4, r0, r0 // icount 9896
4d52 d8ef andn r3, r0, r7 // icount 9897
4d54 d9db andn r6, r1, r6 // icount 9898
4d56 d397 srl r5, r3, r4 // icount 9899
4d58 f8a8 sco r2, r0, r5 // icount 9900
4d5a d14e ror r3, r1, r2 // icount 9901
4d5c      .rlabel_258:
4d5c 7204 bltz r2, .rlabel_259 // icount 9902
4d5e e56c seq r3, r5, r3 // icount 9903
4d60 d455 sll r5, r4, r2 // icount 9904
4d62      .rlabel_259:
4d62 7b00 bgez r3, .rlabel_260 // icount 9905
4d64      .rlabel_260:
4d64 7210 bltz r2, .rlabel_261 // icount 9906
4d66 d04f srl r3, r0, r2 // icount 9907
4d68 d64a ror r2, r6, r2 // icount 9908
4d6a e3cc seq r3, r3, r6 // icount 9909
4d6c dc66 xor r1, r4, r3 // icount 9910
4d6e fb34 sco r5, r3, r1 // icount 9911
4d70 d1c6 ror r1, r1, r6 // icount 9912
4d72 d10f srl r3, r1, r0 // icount 9913
4d74 eb3c slt r7, r3, r1 // icount 9914
4d76      .rlabel_261:
4d76 2018 j .rlabel_262 // icount 9915
4d78 da92 xor r4, r2, r4 // icount 9916
4d7a d6e2 ror r0, r6, r7 // icount 9917
4d7c d499 sll r6, r4, r4 // icount 9918
4d7e ecbc slt r7, r4, r5 // icount 9919
4d80 e318 seq r6, r3, r0 // icount 9920
4d82 d9e1 sub r0, r1, r7 // icount 9921
4d84 d6bc rol r7, r6, r5 // icount 9922
4d86 d397 srl r5, r3, r4 // icount 9923
4d88 dbfa xor r6, r3, r7 // icount 9924
4d8a f6c8 sle r2, r6, r6 // icount 9925
4d8c fe4c sco r3, r6, r2 // icount 9926
4d8e de40 add r0, r6, r2 // icount 9927
4d90      .rlabel_262:
4d90 2030 j .rlabel_263 // icount 9928
4d92 fe5c sco r7, r6, r2 // icount 9929
4d94 df10 add r4, r7, r0 // icount 9930
4d96 e4d0 seq r4, r4, r6 // icount 9931
4d98 ef28 slt r2, r7, r1 // icount 9932
4d9a d59a ror r6, r5, r4 // icount 9933
4d9c dca7 andn r1, r4, r5 // icount 9934
4d9e d1c8 rol r2, r1, r6 // icount 9935
4da0 e508 seq r2, r5, r0 // icount 9936
4da2 d4e5 sll r1, r4, r7 // icount 9937
4da4 dd85 sub r1, r5, r4 // icount 9938
4da6 eaf4 slt r5, r2, r7 // icount 9939
4da8 e2a0 seq r0, r2, r5 // icount 9940
4daa d4f9 sll r6, r4, r7 // icount 9941
4dac dd56 xor r5, r5, r2 // icount 9942
4dae fc84 sco r1, r4, r4 // icount 9943
4db0 da28 add r2, r2, r1 // icount 9944
4db2 e368 seq r2, r3, r3 // icount 9945
4db4 d8f4 add r5, r0, r7 // icount 9946
4db6 e328 seq r2, r3, r1 // icount 9947
4db8 d001 sll r0, r0, r0 // icount 9948
4dba d223 srl r0, r2, r1 // icount 9949
4dbc d900 add r0, r1, r0 // icount 9950
4dbe dae6 xor r1, r2, r7 // icount 9951
4dc0 f2ac sle r3, r2, r5 // icount 9952
4dc2      .rlabel_263:
4dc2 7202 bltz r2, .rlabel_264 // icount 9953
4dc4 d0f9 sll r6, r0, r7 // icount 9954
4dc6      .rlabel_264:
4dc6 2032 j .rlabel_265 // icount 9955
4dc8 f94c sco r3, r1, r2 // icount 9956
4dca d40f srl r3, r4, r0 // icount 9957
4dcc dc6c add r3, r4, r3 // icount 9958
4dce d24b srl r2, r2, r2 // icount 9959
4dd0 fd80 sco r0, r5, r4 // icount 9960
4dd2 d4b3 srl r4, r4, r5 // icount 9961
4dd4 dd3a xor r6, r5, r1 // icount 9962
4dd6 db35 sub r5, r3, r1 // icount 9963
4dd8 d82f andn r3, r0, r1 // icount 9964
4dda f600 sle r0, r6, r0 // icount 9965
4ddc d44b srl r2, r4, r2 // icount 9966
4dde d759 sll r6, r7, r2 // icount 9967
4de0 d3d3 srl r4, r3, r6 // icount 9968
4de2 da05 sub r1, r2, r0 // icount 9969
4de4 d37c rol r7, r3, r3 // icount 9970
4de6 fa18 sco r6, r2, r0 // icount 9971
4de8 d8d6 xor r5, r0, r6 // icount 9972
4dea f180 sle r0, r1, r4 // icount 9973
4dec d8f5 sub r5, r0, r7 // icount 9974
4dee fc6c sco r3, r4, r3 // icount 9975
4df0 dc53 andn r4, r4, r2 // icount 9976
4df2 e908 slt r2, r1, r0 // icount 9977
4df4 df72 xor r4, r7, r3 // icount 9978
4df6 d1c8 rol r2, r1, r6 // icount 9979
4df8 d153 srl r4, r1, r2 // icount 9980
4dfa      .rlabel_265:
4dfa 3056 jal .rlabel_266 // icount 9981
4dfc d036 ror r5, r0, r1 // icount 9982
4dfe dff8 add r6, r7, r7 // icount 9983
4e00 dca3 andn r0, r4, r5 // icount 9984
4e02 d3e9 sll r2, r3, r7 // icount 9985
4e04 ded5 sub r5, r6, r6 // icount 9986
4e06 d8fc add r7, r0, r7 // icount 9987
4e08 fa10 sco r4, r2, r0 // icount 9988
4e0a df71 sub r4, r7, r3 // icount 9989
4e0c d1ff srl r7, r1, r7 // icount 9990
4e0e f3b8 sle r6, r3, r5 // icount 9991
4e10 d640 rol r0, r6, r2 // icount 9992
4e12 d9cb andn r2, r1, r6 // icount 9993
4e14 d3a3 srl r0, r3, r5 // icount 9994
4e16 d28e ror r3, r2, r4 // icount 9995
4e18 de51 sub r4, r6, r2 // icount 9996
4e1a eb80 slt r0, r3, r4 // icount 9997
4e1c d7c0 rol r0, r7, r6 // icount 9998
4e1e ef74 slt r5, r7, r3 // icount 9999
4e20 e89c slt r7, r0, r4 // icount 10000
4e22 ef74 slt r5, r7, r3 // icount 10001
4e24 e3c0 seq r0, r3, r6 // icount 10002
4e26 dfdd sub r7, r7, r6 // icount 10003
4e28 d1d6 ror r5, r1, r6 // icount 10004
4e2a dbed sub r3, r3, r7 // icount 10005
4e2c ef3c slt r7, r7, r1 // icount 10006
4e2e f4cc sle r3, r4, r6 // icount 10007
4e30 e1fc seq r7, r1, r7 // icount 10008
4e32 f004 sle r1, r0, r0 // icount 10009
4e34 dccd sub r3, r4, r6 // icount 10010
4e36 e01c seq r7, r0, r0 // icount 10011
4e38 d2af srl r3, r2, r5 // icount 10012
4e3a d8e6 xor r1, r0, r7 // icount 10013
4e3c d9bc add r7, r1, r5 // icount 10014
4e3e d785 sll r1, r7, r4 // icount 10015
4e40 d50c rol r3, r5, r0 // icount 10016
4e42 dd79 sub r6, r5, r3 // icount 10017
4e44 da1a xor r6, r2, r0 // icount 10018
4e46 d6fd sll r7, r6, r7 // icount 10019
4e48 fda0 sco r0, r5, r5 // icount 10020
4e4a e830 slt r4, r0, r1 // icount 10021
4e4c fd00 sco r0, r5, r0 // icount 10022
4e4e d8c4 add r1, r0, r6 // icount 10023
4e50 d777 srl r5, r7, r3 // icount 10024
4e52      .rlabel_266:
4e52 3038 jal .rlabel_267 // icount 10025
4e54 de9c add r7, r6, r4 // icount 10026
4e56 d4b6 ror r5, r4, r5 // icount 10027
4e58 ead0 slt r4, r2, r6 // icount 10028
4e5a d24d sll r3, r2, r2 // icount 10029
4e5c d831 sub r4, r0, r1 // icount 10030
4e5e efa0 slt r0, r7, r5 // icount 10031
4e60 dd2b andn r2, r5, r1 // icount 10032
4e62 de0e xor r3, r6, r0 // icount 10033
4e64 f968 sco r2, r1, r3 // icount 10034
4e66 ffe4 sco r1, r7, r7 // icount 10035
4e68 f1fc sle r7, r1, r7 // icount 10036
4e6a e2f8 seq r6, r2, r7 // icount 10037
4e6c d802 xor r0, r0, r0 // icount 10038
4e6e d1b6 ror r5, r1, r5 // icount 10039
4e70 d0b7 srl r5, r0, r5 // icount 10040
4e72 d7c9 sll r2, r7, r6 // icount 10041
4e74 ebc8 slt r2, r3, r6 // icount 10042
4e76 eef4 slt r5, r6, r7 // icount 10043
4e78 d650 rol r4, r6, r2 // icount 10044
4e7a f9f8 sco r6, r1, r7 // icount 10045
4e7c fd00 sco r0, r5, r0 // icount 10046
4e7e dcfc add r7, r4, r7 // icount 10047
4e80 d193 srl r4, r1, r4 // icount 10048
4e82 d978 add r6, r1, r3 // icount 10049
4e84 fa04 sco r1, r2, r0 // icount 10050
4e86 ed20 slt r0, r5, r1 // icount 10051
4e88 d9e2 xor r0, r1, r7 // icount 10052
4e8a d591 sll r4, r5, r4 // icount 10053
4e8c      .rlabel_267:
4e8c 7b1a bgez r3, .rlabel_268 // icount 10054
4e8e df1f andn r7, r7, r0 // icount 10055
4e90 ef44 slt r1, r7, r2 // icount 10056
4e92 dcea xor r2, r4, r7 // icount 10057
4e94 e5a8 seq r2, r5, r5 // icount 10058
4e96 d2d2 ror r4, r2, r6 // icount 10059
4e98 dd77 andn r5, r5, r3 // icount 10060
4e9a d0bb srl r6, r0, r5 // icount 10061
4e9c d34d sll r3, r3, r2 // icount 10062
4e9e fd4c sco r3, r5, r2 // icount 10063
4ea0 f354 sle r5, r3, r2 // icount 10064
4ea2 d839 sub r6, r0, r1 // icount 10065
4ea4 fcec sco r3, r4, r7 // icount 10066
4ea6 e76c seq r3, r7, r3 // icount 10067
4ea8      .rlabel_268:
4ea8 30a2 jal .rlabel_269 // icount 10068
4eaa d85e xor r7, r0, r2 // icount 10069
4eac df60 add r0, r7, r3 // icount 10070
4eae d934 add r5, r1, r1 // icount 10071
4eb0 dfb0 add r4, r7, r5 // icount 10072
4eb2 ff3c sco r7, r7, r1 // icount 10073
4eb4 effc slt r7, r7, r7 // icount 10074
4eb6 df65 sub r1, r7, r3 // icount 10075
4eb8 d6f3 srl r4, r6, r7 // icount 10076
4eba d5af srl r3, r5, r5 // icount 10077
4ebc df16 xor r5, r7, r0 // icount 10078
4ebe dcf2 xor r4, r4, r7 // icount 10079
4ec0 db79 sub r6, r3, r3 // icount 10080
4ec2 dced sub r3, r4, r7 // icount 10081
4ec4 d6c9 sll r2, r6, r6 // icount 10082
4ec6 d20e ror r3, r2, r0 // icount 10083
4ec8 ee00 slt r0, r6, r0 // icount 10084
4eca f450 sle r4, r4, r2 // icount 10085
4ecc d0d7 srl r5, r0, r6 // icount 10086
4ece db13 andn r4, r3, r0 // icount 10087
4ed0 ffcc sco r3, r7, r6 // icount 10088
4ed2 f9e4 sco r1, r1, r7 // icount 10089
4ed4 d1a5 sll r1, r1, r5 // icount 10090
4ed6 f010 sle r4, r0, r0 // icount 10091
4ed8 f074 sle r5, r0, r3 // icount 10092
4eda d986 xor r1, r1, r4 // icount 10093
4edc ee58 slt r6, r6, r2 // icount 10094
4ede d8b8 add r6, r0, r5 // icount 10095
4ee0 f308 sle r2, r3, r0 // icount 10096
4ee2 d196 ror r5, r1, r4 // icount 10097
4ee4 fb0c sco r3, r3, r0 // icount 10098
4ee6 d363 srl r0, r3, r3 // icount 10099
4ee8 d47b srl r6, r4, r3 // icount 10100
4eea e76c seq r3, r7, r3 // icount 10101
4eec fe78 sco r6, r6, r3 // icount 10102
4eee d8f4 add r5, r0, r7 // icount 10103
4ef0 ebbc slt r7, r3, r5 // icount 10104
4ef2 dd71 sub r4, r5, r3 // icount 10105
